GISJOIN,YEAR,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHH,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,NAME_E,ABK3E001,ABK3E002,ABK3E003,ABK3E004,ABK3E005,ABK3E006,ABK3E007,ABK3E008,ABK3E009,ABK3E010,ABK3E011,ABK3E012,ABK3E013,ABK3E014,ABK3E015,ABK3E016,ABK3E017,ABK3E018,ABK3E019,ABK3E020,ABK3E021,ABK3E022,ABK3E023,ABK3E024,ABK3E025,ABK3E026,ABK3E027,ABK3E028,ABK3E029,ABK3E030,ABK3E031,NAME_M,ABK3M001,ABK3M002,ABK3M003,ABK3M004,ABK3M005,ABK3M006,ABK3M007,ABK3M008,ABK3M009,ABK3M010,ABK3M011,ABK3M012,ABK3M013,ABK3M014,ABK3M015,ABK3M016,ABK3M017,ABK3M018,ABK3M019,ABK3M020,ABK3M021,ABK3M022,ABK3M023,ABK3M024,ABK3M025,ABK3M026,ABK3M027,ABK3M028,ABK3M029,ABK3M030,ABK3M031
"G2625","2010-2014",,,,,,,,,"Paiute (UT) Reservation, UT","2625",,,,,,,,,,,,,,,,,,,,,,"Paiute (UT) Reservation, UT",231,119,7,11,23,2,7,4,9,12,14,11,14,4,1,0,112,6,15,1,22,0,5,4,9,2,34,6,8,0,0,"Paiute (UT) Reservation, UT",85,44,9,9,16,3,8,6,9,16,14,10,11,6,2,11,51,7,15,3,20,11,6,7,10,5,21,6,8,11,11
"G2635","2010-2014",,,,,,,,,"Pala Reservation, CA","2635",,,,,,,,,,,,,,,,,,,,,,"Pala Reservation, CA",527,254,31,29,20,14,12,15,40,20,9,20,31,12,1,0,273,13,28,21,8,18,11,37,32,25,39,28,9,4,0,"Pala Reservation, CA",128,75,19,16,16,14,13,13,32,14,10,15,16,9,2,12,70,10,19,16,9,18,9,21,21,15,20,18,8,5,12
"G2680","2010-2014",,,,,,,,,"Pascua Pueblo Yaqui Reservation and Off-Reservation Trust Land, AZ","2680",,,,,,,,,,,,,,,,,,,,,,"Pascua Pueblo Yaqui Reservation and Off-Reservation Trust Land, AZ",3367,1675,190,214,175,161,89,149,136,77,129,206,85,37,25,2,1692,170,219,159,87,40,178,133,71,213,165,157,71,26,3,"Pascua Pueblo Yaqui Reservation and Off-Reservation Trust Land, AZ",298,186,59,55,43,50,35,46,45,29,41,48,29,20,15,3,170,60,52,43,40,22,60,47,22,46,34,33,23,15,4
"G2685","2010-2014",,,,,,,,,"Paskenta Rancheria, CA","2685",,,,,,,,,,,,,,,,,,,,,,"Paskenta Rancheria, CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paskenta Rancheria, CA",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"G2695","2010-2014",,,,,,,,,"Passamaquoddy Trust Land, ME","2695",,,,,,,,,,,,,,,,,,,,,,"Passamaquoddy Trust Land, ME",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,"Passamaquoddy Trust Land, ME",4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,10,10,10,10,10,10,10,10,10,10,4,10,10,10
"G2715","2010-2014",,,,,,,,,"Pauma and Yuima Reservation, CA","2715",,,,,,,,,,,,,,,,,,,,,,"Pauma and Yuima Reservation, CA",116,53,15,5,0,0,1,8,7,2,3,6,5,0,0,1,63,5,7,1,0,3,2,11,3,3,22,3,2,1,0,"Pauma and Yuima Reservation, CA",51,28,15,7,12,12,4,7,10,3,4,6,5,12,12,2,30,9,8,2,12,5,5,10,4,5,15,4,3,3,12
"G2745","2010-2014",,,,,,,,,"Pechanga Reservation, CA","2745",,,,,,,,,,,,,,,,,,,,,,"Pechanga Reservation, CA",149,63,5,4,7,3,4,5,4,1,5,16,0,4,5,0,86,3,0,7,9,4,6,3,0,3,12,5,15,13,6,"Pechanga Reservation, CA",63,32,7,5,9,6,6,6,7,3,5,12,12,6,6,12,35,5,12,9,9,6,7,4,12,5,10,5,10,11,7
"G2760","2010-2014",,,,,,,,,"Penobscot Reservation and Off-Reservation Trust Land, ME","2760",,,,,,,,,,,,,,,,,,,,,,"Penobscot Reservation and Off-Reservation Trust Land, ME",595,346,10,61,36,10,17,27,55,10,24,36,49,7,3,1,249,13,14,30,10,7,13,3,43,22,48,23,16,6,1,"Penobscot Reservation and Off-Reservation Trust Land, ME",92,72,8,28,22,9,12,21,30,9,18,20,24,5,4,3,49,18,11,18,8,7,11,4,18,13,21,11,14,6,2
"G2775","2010-2014",,,,,,,,,"Picayune Rancheria and Off-Reservation Trust Land, CA","2775",,,,,,,,,,,,,,,,,,,,,,"Picayune Rancheria and Off-Reservation Trust Land, CA",357,77,0,0,0,0,0,0,0,0,7,0,7,0,63,0,280,4,0,128,0,3,1,0,0,59,4,14,64,3,0,"Picayune Rancheria and Off-Reservation Trust Land, CA",344,66,12,12,12,12,12,12,12,12,6,12,8,12,66,12,283,6,12,143,12,7,3,12,12,79,6,11,82,7,12
"G2785","2010-2014",,,,,,,,,"Picuris Pueblo, NM","2785",,,,,,,,,,,,,,,,,,,,,,"Picuris Pueblo, NM",208,108,7,4,4,2,4,3,1,6,15,19,20,21,2,0,100,8,10,8,3,1,6,3,4,7,17,20,11,2,0,"Picuris Pueblo, NM",66,34,13,6,5,4,5,4,4,8,12,11,14,14,3,12,43,11,11,6,3,3,6,4,5,7,13,11,9,3,12
"G2810","2010-2014",,,,,,,,,"Pine Ridge Reservation, SD--NE","2810",,,,,,,,,,,,,,,,,,,,,,"Pine Ridge Reservation, SD--NE",16441,7986,956,774,991,517,338,724,588,410,913,888,491,259,113,24,8455,954,861,861,528,324,776,639,512,911,875,620,407,162,25,"Pine Ridge Reservation, SD--NE",235,132,40,116,119,15,9,21,41,23,36,27,24,28,25,20,124,33,100,96,19,30,29,27,22,34,20,31,22,23,21
"G2820","2010-2014",,,,,,,,,"Pinoleville Rancheria, CA","2820",,,,,,,,,,,,,,,,,,,,,,"Pinoleville Rancheria, CA",85,50,8,4,5,2,5,2,0,1,12,7,2,0,0,2,35,5,0,0,0,0,0,0,3,6,1,2,9,2,7,"Pinoleville Rancheria, CA",54,39,14,7,8,5,9,3,12,4,11,7,6,12,12,4,23,8,12,12,12,12,12,12,6,10,2,5,14,5,8
"G2835","2010-2014",,,,,,,,,"Pit River Trust Land, CA","2835",,,,,,,,,,,,,,,,,,,,,,"Pit River Trust Land, CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pit River Trust Land, CA",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"G2850","2010-2014",,,,,,,,,"Pleasant Point Reservation, ME","2850",,,,,,,,,,,,,,,,,,,,,,"Pleasant Point Reservation, ME",583,257,18,14,9,6,23,31,26,10,28,51,27,10,4,0,326,31,31,26,25,6,24,35,19,33,53,13,21,7,2,"Pleasant Point Reservation, ME",77,44,11,11,9,6,7,13,12,9,17,14,13,7,4,10,47,14,16,15,10,9,13,16,10,16,18,9,13,6,3
"G2865","2010-2014",,,,,,,,,"Poarch Creek Reservation and Off-Reservation Trust Land, AL--FL","2865",,,,,,,,,,,,,,,,,,,,,,"Poarch Creek Reservation and Off-Reservation Trust Land, AL--FL",376,184,22,25,28,14,0,33,4,13,19,6,8,12,0,0,192,18,13,10,6,4,11,11,39,28,28,12,11,0,1,"Poarch Creek Reservation and Off-Reservation Trust Land, AL--FL",130,82,18,23,24,17,11,32,10,11,18,10,7,10,11,11,67,17,14,8,10,6,15,10,30,19,25,9,8,11,3
"G2890","2010-2014",,,,,,,,,"Pokagon Reservation and Off-Reservation Trust Land, MI","2890",,,,,,,,,,,,,,,,,,,,,,"Pokagon Reservation and Off-Reservation Trust Land, MI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pokagon Reservation and Off-Reservation Trust Land, MI",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"G2900","2010-2014",,,,,,,,,"Ponca (NE) Trust Land, NE--IA","2900",,,,,,,,,,,,,,,,,,,,,,"Ponca (NE) Trust Land, NE--IA",15,10,0,4,0,1,0,0,0,1,1,3,0,0,0,0,5,0,0,0,1,0,0,0,0,1,2,1,0,0,0,"Ponca (NE) Trust Land, NE--IA",16,10,11,6,11,3,11,11,11,2,2,5,11,11,11,11,7,11,11,11,3,11,11,11,11,2,3,3,11,11,11
"G2910","2010-2014",,,,,,,,,"Port Gamble Reservation and Off-Reservation Trust Land, WA","2910",,,,,,,,,,,,,,,,,,,,,,"Port Gamble Reservation and Off-Reservation Trust Land, WA",530,248,21,27,29,10,9,19,13,12,17,36,36,12,6,1,282,8,29,33,11,20,18,31,14,29,31,32,15,11,0,"Port Gamble Reservation and Off-Reservation Trust Land, WA",136,71,15,17,19,8,8,16,11,11,13,21,20,9,6,2,82,6,24,20,8,21,13,31,11,16,18,23,10,10,12
"G2925","2010-2014",,,,,,,,,"Port Madison Reservation, WA","2925",,,,,,,,,,,,,,,,,,,,,,"Port Madison Reservation, WA",484,208,10,18,10,10,4,12,10,11,24,43,37,18,1,0,276,18,27,27,15,11,18,51,19,17,25,27,15,6,0,"Port Madison Reservation, WA",102,47,8,9,6,11,7,9,8,8,12,28,20,11,3,17,78,13,17,16,12,14,12,32,12,10,14,17,12,8,17
"G2980","2010-2014",,,,,,,,,"Prairie Band of Potawatomi Nation Reservation, KS","2980",,,,,,,,,,,,,,,,,,,,,,"Prairie Band of Potawatomi Nation Reservation, KS",613,266,12,39,35,23,10,15,7,12,22,29,42,14,6,0,347,45,16,30,8,16,25,16,9,45,39,41,38,11,8,"Prairie Band of Potawatomi Nation Reservation, KS",109,59,10,21,21,19,10,10,7,9,15,11,16,12,8,10,67,16,11,17,8,10,9,10,8,30,17,19,10,8,6
"G2985","2010-2014",,,,,,,,,"Prairie Island Indian Community and Off-Reservation Trust Land, MN","2985",,,,,,,,,,,,,,,,,,,,,,"Prairie Island Indian Community and Off-Reservation Trust Land, MN",142,90,0,2,3,2,0,13,4,25,10,8,14,5,2,2,52,4,8,14,0,1,1,3,2,1,8,5,5,0,0,"Prairie Island Indian Community and Off-Reservation Trust Land, MN",58,46,9,4,6,3,9,18,7,30,12,9,16,5,3,4,28,7,10,14,9,2,2,5,3,3,7,5,6,9,9
"G2990","2010-2014",,,,,,,,,"Pueblo of Pojoaque and Off-Reservation Trust Land, NM","2990",,,,,,,,,,,,,,,,,,,,,,"Pueblo of Pojoaque and Off-Reservation Trust Land, NM",448,192,19,7,27,21,15,6,11,23,32,7,13,8,3,0,256,24,15,21,17,16,30,29,9,26,25,19,14,7,4,"Pueblo of Pojoaque and Off-Reservation Trust Land, NM",104,55,13,6,13,16,12,8,7,17,17,8,10,7,4,12,66,13,9,12,10,9,26,23,7,11,14,12,11,7,5
"G3000","2010-2014",,,,,,,,,"Puyallup Reservation and Off-Reservation Trust Land, WA","3000",,,,,,,,,,,,,,,,,,,,,,"Puyallup Reservation and Off-Reservation Trust Land, WA",1021,490,66,50,27,0,8,102,39,20,47,48,48,16,19,0,531,21,55,18,4,36,74,52,65,98,56,40,3,6,3,"Puyallup Reservation and Off-Reservation Trust Land, WA",215,128,41,37,19,25,12,58,20,19,32,31,29,12,25,25,120,23,36,18,6,23,41,30,38,51,32,25,4,8,5
"G3010","2010-2014",,,,,,,,,"Pyramid Lake Paiute Reservation, NV","3010",,,,,,,,,,,,,,,,,,,,,,"Pyramid Lake Paiute Reservation, NV",997,516,51,35,70,36,26,36,33,50,27,101,24,17,10,0,481,37,57,30,8,19,42,41,24,69,62,39,21,23,9,"Pyramid Lake Paiute Reservation, NV",151,104,29,24,37,16,22,26,22,23,18,38,16,17,12,13,83,27,32,16,8,13,26,27,16,28,21,17,11,16,10
"G3020","2010-2014",,,,,,,,,"Quartz Valley Reservation and Off-Reservation Trust Land, CA","3020",,,,,,,,,,,,,,,,,,,,,,"Quartz Valley Reservation and Off-Reservation Trust Land, CA",126,79,21,10,5,6,1,4,14,10,2,3,3,0,0,0,47,0,20,12,0,0,2,0,0,6,5,2,0,0,0,"Quartz Valley Reservation and Off-Reservation Trust Land, CA",55,41,21,9,7,8,2,5,15,10,4,6,5,12,12,12,21,12,14,10,12,12,4,12,12,6,7,4,12,12,12
"G3030","2010-2014",,,,,,,,,"Quileute Reservation, WA","3030",,,,,,,,,,,,,,,,,,,,,,"Quileute Reservation, WA",379,190,26,19,26,3,15,9,12,15,23,11,21,6,4,0,189,37,23,6,10,3,16,14,30,23,9,17,1,0,0,"Quileute Reservation, WA",116,65,19,13,21,4,18,9,12,14,12,9,14,7,5,12,60,26,15,6,10,5,16,10,19,16,7,12,2,12,12
"G3040","2010-2014",,,,,,,,,"Quinault Reservation, WA","3040",,,,,,,,,,,,,,,,,,,,,,"Quinault Reservation, WA",928,486,42,44,47,43,20,46,17,18,67,45,33,49,14,1,442,27,19,32,21,4,21,22,34,52,84,64,34,21,7,"Quinault Reservation, WA",182,120,24,19,24,23,21,27,18,14,42,22,22,34,9,4,99,20,11,22,13,7,15,21,21,26,37,25,26,16,8
"G3070","2010-2014",,,,,,,,,"Ramona Village, CA","3070",,,,,,,,,,,,,,,,,,,,,,"Ramona Village, CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ramona Village, CA",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"G3085","2010-2014",,,,,,,,,"Red Cliff Reservation and Off-Reservation Trust Land, WI","3085",,,,,,,,,,,,,,,,,,,,,,"Red Cliff Reservation and Off-Reservation Trust Land, WI",889,425,39,22,36,18,31,21,17,42,52,75,38,31,3,0,464,30,58,34,24,21,38,44,30,53,52,45,29,6,0,"Red Cliff Reservation and Off-Reservation Trust Land, WI",111,60,14,11,15,10,4,14,9,14,15,17,13,14,4,9,64,13,20,16,11,13,14,14,13,19,16,15,10,5,9
"G3095","2010-2014",,,,,,,,,"Redding Rancheria, CA","3095",,,,,,,,,,,,,,,,,,,,,,"Redding Rancheria, CA",36,22,0,2,5,0,0,0,0,0,1,7,0,0,7,0,14,0,0,0,0,0,4,0,0,0,8,0,2,0,0,"Redding Rancheria, CA",51,35,12,5,10,12,12,12,12,12,4,13,12,12,15,12,18,12,12,12,12,12,8,12,12,12,15,12,4,12,12
"G3100","2010-2014",,,,,,,,,"Red Lake Reservation, MN","3100",,,,,,,,,,,,,,,,,,,,,,"Red Lake Reservation, MN",5328,2793,439,332,241,191,111,312,240,156,246,252,222,30,21,0,2535,332,258,299,92,99,284,192,190,238,247,166,104,26,8,"Red Lake Reservation, MN",208,159,76,126,78,53,70,109,65,42,58,73,62,28,26,12,142,86,72,74,43,60,81,61,41,57,66,75,49,19,13
"G3115","2010-2014",,,,,,,,,"Redwood Valley Rancheria, CA","3115",,,,,,,,,,,,,,,,,,,,,,"Redwood Valley Rancheria, CA",80,45,0,0,0,0,0,10,1,5,0,5,14,5,5,0,35,1,0,1,0,0,0,4,0,0,5,10,7,7,0,"Redwood Valley Rancheria, CA",45,34,12,12,12,12,12,11,4,12,12,9,18,8,9,12,24,2,12,4,12,12,12,8,12,12,8,11,9,11,12
"G3130","2010-2014",,,,,,,,,"Reno-Sparks Indian Colony, NV","3130",,,,,,,,,,,,,,,,,,,,,,"Reno-Sparks Indian Colony, NV",867,463,44,52,21,35,33,34,31,27,45,92,29,12,3,5,404,19,23,26,16,25,20,56,14,47,71,38,18,20,11,"Reno-Sparks Indian Colony, NV",170,107,21,28,14,21,33,25,25,18,31,42,16,12,5,8,88,19,13,15,12,19,14,39,11,24,30,21,11,17,10
"G3145","2010-2014",,,,,,,,,"Resighini Rancheria, CA","3145",,,,,,,,,,,,,,,,,,,,,,"Resighini Rancheria, CA",17,8,2,0,0,2,0,0,0,0,0,2,2,0,0,0,9,0,2,0,0,0,0,0,0,2,0,5,0,0,0,"Resighini Rancheria, CA",14,6,4,12,12,5,12,12,12,12,12,3,3,12,12,12,9,12,3,12,12,12,12,12,12,3,12,5,12,12,12
"G3165","2010-2014",,,,,,,,,"Rincon Reservation, CA","3165",,,,,,,,,,,,,,,,,,,,,,"Rincon Reservation, CA",516,252,21,20,21,16,12,27,44,11,19,22,22,15,0,2,264,22,18,17,7,18,28,32,24,25,24,24,12,11,2,"Rincon Reservation, CA",130,71,17,11,12,13,11,17,27,11,19,12,13,11,12,3,72,12,10,14,10,18,22,19,17,18,13,12,8,8,3
"G3185","2010-2014",,,,,,,,,"Roaring Creek Rancheria, CA","3185",,,,,,,,,,,,,,,,,,,,,,"Roaring Creek Rancheria, CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Roaring Creek Rancheria, CA",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"G3195","2010-2014",,,,,,,,,"Robinson Rancheria and Off-Reservation Trust Land, CA","3195",,,,,,,,,,,,,,,,,,,,,,"Robinson Rancheria and Off-Reservation Trust Land, CA",180,108,20,2,15,2,7,14,3,2,21,10,2,3,7,0,72,3,17,5,2,0,9,0,2,9,14,2,5,2,2,"Robinson Rancheria and Off-Reservation Trust Land, CA",110,74,31,5,20,3,14,25,8,3,16,13,3,7,10,12,53,8,22,10,3,12,16,12,4,8,15,4,7,4,4
"G3205","2010-2014",,,,,,,,,"Rocky Boy's Reservation and Off-Reservation Trust Land, MT","3205",,,,,,,,,,,,,,,,,,,,,,"Rocky Boy's Reservation and Off-Reservation Trust Land, MT",3708,1797,203,222,188,120,73,130,135,134,205,196,108,41,42,0,1911,219,244,195,100,59,218,107,95,241,183,123,99,24,4,"Rocky Boy's Reservation and Off-Reservation Trust Land, MT",313,150,55,56,46,36,30,43,52,37,41,30,28,21,26,10,219,55,70,64,32,35,44,43,41,43,44,39,14,16,6
"G3220","2010-2014",,,,,,,,,"Rohnerville Rancheria, CA","3220",,,,,,,,,,,,,,,,,,,,,,"Rohnerville Rancheria, CA",9,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,1,0,0,0,0,0,2,2,0,2,0,"Rohnerville Rancheria, CA",7,3,12,12,12,12,12,12,12,12,12,12,3,12,12,12,6,12,12,12,2,12,12,12,12,12,3,3,12,4,12
"G3235","2010-2014",,,,,,,,,"Rosebud Indian Reservation and Off-Reservation Trust Land, SD","3235",,,,,,,,,,,,,,,,,,,,,,"Rosebud Indian Reservation and Off-Reservation Trust Land, SD",8716,4291,541,495,633,250,151,373,300,228,435,379,298,148,41,19,4425,540,576,458,262,131,355,366,288,452,432,348,124,69,24,"Rosebud Indian Reservation and Off-Reservation Trust Land, SD",310,184,46,81,94,26,34,49,42,41,69,37,44,37,22,28,166,51,84,69,25,25,19,37,16,52,57,38,37,28,19
"G3250","2010-2014",,,,,,,,,"Round Valley Reservation and Off-Reservation Trust Land, CA","3250",,,,,,,,,,,,,,,,,,,,,,"Round Valley Reservation and Off-Reservation Trust Land, CA",228,122,10,3,14,16,2,13,3,7,11,17,12,4,10,0,106,2,3,6,10,0,7,5,4,16,19,14,14,4,2,"Round Valley Reservation and Off-Reservation Trust Land, CA",67,42,10,5,10,15,4,16,6,7,8,16,11,7,12,12,33,3,4,6,12,12,9,5,5,12,13,14,12,5,4
"G3265","2010-2014",,,,,,,,,"Rumsey Indian Rancheria, CA","3265",,,,,,,,,,,,,,,,,,,,,,"Rumsey Indian Rancheria, CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rumsey Indian Rancheria, CA",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"G3280","2010-2014",,,,,,,,,"Sac and Fox/Meskwaki Settlement and Off-Reservation Trust Land, IA","3280",,,,,,,,,,,,,,,,,,,,,,"Sac and Fox/Meskwaki Settlement and Off-Reservation Trust Land, IA",1003,501,37,47,54,37,16,38,20,43,57,69,41,30,9,3,502,37,31,59,38,26,33,23,33,58,69,46,34,12,3,"Sac and Fox/Meskwaki Settlement and Off-Reservation Trust Land, IA",114,62,16,18,21,8,14,18,14,16,16,15,14,9,8,4,71,17,17,22,11,17,17,10,18,23,11,8,5,13,5
"G3285","2010-2014",,,,,,,,,"Sac and Fox Nation Reservation and Off-Reservation Trust Land, NE--KS","3285",,,,,,,,,,,,,,,,,,,,,,"Sac and Fox Nation Reservation and Off-Reservation Trust Land, NE--KS",74,30,2,7,0,0,4,0,1,0,13,0,2,1,0,0,44,6,4,12,1,0,3,4,4,0,4,5,0,0,1,"Sac and Fox Nation Reservation and Off-Reservation Trust Land, NE--KS",36,18,3,7,11,11,6,11,2,11,14,11,3,2,11,11,22,7,4,12,4,11,6,7,5,11,5,4,11,11,2
"G3305","2010-2014",,,,,,,,,"St. Croix Reservation and Off-Reservation Trust Land, WI","3305",,,,,,,,,,,,,,,,,,,,,,"St. Croix Reservation and Off-Reservation Trust Land, WI",512,252,33,18,34,23,9,9,19,10,43,21,13,12,7,1,260,10,26,6,19,7,27,15,13,61,28,23,15,5,5,"St. Croix Reservation and Off-Reservation Trust Land, WI",87,62,21,13,19,10,7,7,15,8,21,13,11,8,6,4,44,8,14,6,12,9,20,12,10,18,12,14,11,4,5
"G3320","2010-2014",,,,,,,,,"St. Regis Mohawk Reservation, NY","3320",,,,,,,,,,,,,,,,,,,,,,"St. Regis Mohawk Reservation, NY",2655,1304,118,163,176,32,48,100,30,76,125,149,153,88,30,16,1351,136,156,0,94,0,104,37,154,66,245,163,161,35,0,"St. Regis Mohawk Reservation, NY",202,150,67,100,133,32,64,65,41,59,54,52,34,37,29,23,135,84,77,11,49,11,76,44,74,67,86,31,45,49,11
"G3340","2010-2014",,,,,,,,,"Salt River Reservation, AZ","3340",,,,,,,,,,,,,,,,,,,,,,"Salt River Reservation, AZ",3877,1719,149,281,136,51,76,127,131,174,290,127,130,14,33,0,2158,181,248,243,176,54,237,72,193,254,195,158,115,32,0,"Salt River Reservation, AZ",610,358,94,131,80,36,61,59,79,79,96,64,67,22,36,18,361,101,96,92,94,37,115,50,93,74,68,59,61,33,18
"G3355","2010-2014",,,,,,,,,"San Carlos Reservation, AZ","3355",,,,,,,,,,,,,,,,,,,,,,"San Carlos Reservation, AZ",9371,4540,531,421,450,210,240,366,370,285,473,540,364,214,76,0,4831,486,498,393,257,168,437,334,330,552,536,437,239,144,20,"San Carlos Reservation, AZ",506,256,91,110,129,46,58,85,62,71,81,55,85,51,41,20,309,99,101,84,39,67,93,49,52,81,71,68,44,44,14
"G3370","2010-2014",,,,,,,,,"Sandia Pueblo, NM","3370",,,,,,,,,,,,,,,,,,,,,,"Sandia Pueblo, NM",634,305,39,17,22,22,17,21,24,25,44,26,32,12,4,0,329,26,30,23,16,6,25,20,22,49,48,41,9,9,5,"Sandia Pueblo, NM",102,57,16,10,11,13,13,15,14,29,17,15,16,9,6,17,70,15,18,14,9,7,11,10,12,18,21,20,8,10,6
"G3400","2010-2014",,,,,,,,,"San Felipe Pueblo, NM","3400",,,,,,,,,,,,,,,,,,,,,,"San Felipe Pueblo, NM",3415,1716,126,190,184,64,80,146,163,136,265,176,119,27,40,0,1699,108,188,169,70,45,151,156,111,228,167,162,102,38,4,"San Felipe Pueblo, NM",464,251,35,51,43,29,24,46,72,44,57,45,43,15,28,12,246,39,72,56,31,20,51,41,31,52,39,48,26,24,6
"G3415","2010-2014",,,,,,,,,"San Ildefonso Pueblo and Off-Reservation Trust Land, NM","3415",,,,,,,,,,,,,,,,,,,,,,"San Ildefonso Pueblo and Off-Reservation Trust Land, NM",679,392,26,31,40,5,4,25,71,40,42,72,22,7,5,2,287,28,26,25,11,6,31,8,5,34,42,29,25,13,4,"San Ildefonso Pueblo and Off-Reservation Trust Land, NM",119,76,14,11,17,6,5,18,28,24,18,30,12,7,5,3,60,18,15,12,6,6,15,9,4,13,21,13,13,9,4
"G3445","2010-2014",,,,,,,,,"San Manuel Reservation and Off-Reservation Trust Land, CA","3445",,,,,,,,,,,,,,,,,,,,,,"San Manuel Reservation and Off-Reservation Trust Land, CA",111,33,8,0,2,0,0,0,0,7,12,4,0,0,0,0,78,12,16,29,6,0,0,0,10,2,0,0,3,0,0,"San Manuel Reservation and Off-Reservation Trust Land, CA",108,27,13,12,4,12,12,12,12,11,11,5,12,12,12,12,82,14,15,38,8,12,12,12,16,4,12,12,4,12,12
"G3460","2010-2014",,,,,,,,,"San Pasqual Reservation, CA","3460",,,,,,,,,,,,,,,,,,,,,,"San Pasqual Reservation, CA",412,191,19,25,23,10,2,14,9,22,29,16,10,7,3,2,221,15,19,6,13,8,17,22,21,22,17,45,9,5,2,"San Pasqual Reservation, CA",118,60,13,13,14,9,3,18,8,17,16,11,8,6,4,5,68,11,14,6,8,8,10,19,14,12,11,25,8,5,3
"G3480","2010-2014",,,,,,,,,"Santa Ana Pueblo, NM","3480",,,,,,,,,,,,,,,,,,,,,,"Santa Ana Pueblo, NM",676,307,12,25,24,36,19,30,29,21,45,21,26,13,6,0,369,18,41,19,28,6,21,27,17,55,45,35,25,24,8,"Santa Ana Pueblo, NM",171,82,8,11,10,31,12,16,22,12,27,12,17,9,7,12,97,10,29,11,22,6,13,14,12,29,16,18,11,12,7
"G3495","2010-2014",,,,,,,,,"Santa Clara Pueblo and Off-Reservation Trust Land, NM","3495",,,,,,,,,,,,,,,,,,,,,,"Santa Clara Pueblo and Off-Reservation Trust Land, NM",1452,643,55,39,41,23,25,41,38,38,100,86,107,25,18,7,809,61,58,45,42,17,86,69,47,86,147,77,39,28,7,"Santa Clara Pueblo and Off-Reservation Trust Land, NM",215,117,31,19,20,19,20,19,23,22,33,30,42,18,11,8,127,29,30,21,18,17,57,24,23,27,48,27,17,19,9
"G3520","2010-2014",,,,,,,,,"Santa Rosa Rancheria, CA","3520",,,,,,,,,,,,,,,,,,,,,,"Santa Rosa Rancheria, CA",448,183,26,26,26,20,8,7,23,9,12,11,5,9,1,0,265,32,34,46,20,3,9,14,38,34,17,11,5,2,0,"Santa Rosa Rancheria, CA",130,71,20,20,22,14,8,7,19,8,9,9,8,12,3,12,84,25,23,31,21,5,10,11,23,19,12,8,6,4,12
"G3525","2010-2014",,,,,,,,,"Santa Rosa Reservation, CA","3525",,,,,,,,,,,,,,,,,,,,,,"Santa Rosa Reservation, CA",122,45,6,2,3,0,0,9,11,1,0,9,0,4,0,0,77,5,5,4,1,14,13,7,2,0,21,2,3,0,0,"Santa Rosa Reservation, CA",92,36,7,3,6,12,12,15,20,3,12,12,12,6,12,12,64,7,10,5,4,23,23,12,3,12,16,3,4,12,12
"G3540","2010-2014",,,,,,,,,"Santa Ynez Reservation, CA","3540",,,,,,,,,,,,,,,,,,,,,,"Santa Ynez Reservation, CA",148,70,7,3,2,2,8,15,8,2,2,11,5,1,4,0,78,3,0,15,1,3,3,3,9,6,8,8,9,7,3,"Santa Ynez Reservation, CA",74,39,11,5,4,3,11,13,13,3,5,10,8,3,5,12,41,5,12,15,3,5,6,6,11,6,7,8,11,7,4
